text,airline_sentiment,labels
"passengers seated, crew ready #WheresThePilot? Flt1088 from ORD. Hope he isn't at the bar.",negative,0
- cruel &amp; unusual to Cancelled Flight flight w/o notice &amp; make someone stay on hold for 30min &amp; listen to the same ad in a loop,negative,0
"You never got my wife to her destination and you expect a $75.00 ""goodwill credit"" will  make everything hunky-dory. You blew it.",negative,0
I left something on a plane landing at Midway last night because I am a responsible adult -- got a number for me to call? TY!,neutral,1
I'm going to need you to answer your phones. Being on hold for an hour isn't okay.,negative,0
Kudos for adding #Passbook to your app! I LOVE IT!,positive,2
"why did you Cancelled Flight flight 1773 to phl, while delta flew a flight at the same time, on time? you Cancelled Flighted for no reason",negative,0
"“:  We apologize for your frustrations, Michael. Have you been rebooked?” -got call back after 10 hours. Bad.",negative,0
at what pt do u just Cancelled Flight!  Finally got stndby 4 1pm flight. What a day!  #missedWork #clientNotHappy,negative,0
just lost very loyal customers who use them 4-10 times a year.,negative,0
can you use the aa credit platinum select world mastercard for Alaska flights?  Or just american?,neutral,1
CEO battles to please Wall St and flyers - from,neutral,1
i will be on this plane while on the ground longer than i will be in the air. US5235,negative,0
“: Our fleet's on fleek.  - wow,neutral,1
my flight was supposed to depart to Boston at 4:36 and now it's departing at 6:30 due to issues with finding a pilot. Thanks a lot!!,negative,0
"When will it be marked ""completed"". I'm scared I'm going to lose my reservation or my money is going to be refunded.",negative,0
Very frustrated for the loooooong wait time to speak to a live person!!! Cannot get boarding pass for flight tomorrow!!,negative,0
I’m having trouble adding this flight my wife booked to my Elevate account. Help?,negative,0
LGA 2 Nashville Cancelled Flightled phone center no help. Fabulous staff at gate D4 helped-2 young men handled crowd well.,negative,0
you guys messed up my seating.. I reserved seating with my friends and you guys gave my seat away ... 😡 I want free internet,negative,0
"contact via FB messages, Twitter DM or text?",neutral,1
just had the worst customer service experience ever on united airlines,negative,0
pilot says that we are going to take off in 10 minutes. So maybe the systems came back online?,neutral,1
"we are off to Kax premium.  Hoping this flight is better food, TV now I know how to work it and service. Tnx",positive,2
“: Our fleet's on fleek.  &lt;&lt;Now THAT is fuckin funny. 😂,neutral,1
"I've been on hold since 11:30pm how many customer service reps do you have?
 #seriously",negative,0
haha I did. They said it wasn't their fault somehow? You guys r a joke,negative,0
i will never fly with you again. i went on vacation this week and you lost my bags both ways. now i have no clothes. thankyou,negative,0
When I checked yesterday it looked like it did. Did something change?,neutral,1
"cross country flight SFO&gt;BOS. No wifi, not even a can of soda and this quality inflight entertainment #sad",negative,0
assume those benefits only apply to my own reservation. Any way my partner (on diff res) can use them? Can we combine res?,neutral,1
Commitment to excellence is 2b praised. Can get you to the wrong city 2 days Late Flight or the right one 3 days Late Flight. #customerservice,negative,0
excellent!  Love you guys!  If it is first class I'll hug ya'll!  See you shortly!,positive,2
flight 5187 to be specific. The last two were probably 30 feet apart and within sight of each other,negative,0
- SERIOUSLY it's 2015?!?!  NO WiFi on a 5hr flight from CLE-SFO #1589.  You're the ONLY airline without WiFi...,negative,0
hahaha 😂 YOU GUYS ARE AMAZING. I LOVE YOU GUYS!!!💗,positive,2
not to mention the fact that we paid extra just to fly jetblue thinking it was the most reliable..,negative,0
flight Cancelled Flightled out of BWI to PBI. Can't get out until Monday. What are the chances the seats open up for a flight on 2/22?,negative,0
I am a UK citizen. Is there a UK number I could try?,neutral,1
657. My daughter Candice and I are together with her baby.,neutral,1
I was supposed to get from fresno to pittsburgh by 10pm.  Instead I'm now not getting in until 4pm... tomorrow,negative,0
3659 from SGF -&gt; DFW. You might want to clear off the ice for the planes landing. 😳,neutral,1
I’m cool with weather delays etc. But lying and deceiving passengers to keep them from changing is reprehensible. #yousuck,negative,0
and Carol Thrower are passengers. Fort Lauderdale airport.,neutral,1
will you Cancelled Flight tonight's 7 pm out of DFW to BOS? #weather,neutral,1
airlines delayed our flight on the way to Chicago and leaving Chicago. Next time  it is.,negative,0
“: Our fleet's on fleek.  Jet Blizzue in the hizouse.,positive,2
she has...she hasn't heard from anyone in over a week. a nonstop flight and her baggage was lost/stolen. customer service 👎,negative,0
"landing in anchorage, then on our way to fairbanks!",positive,2
"the fact that you are making customers pay $15 to ""choose"" a seat and try to convince them using psychological tricks with colors",negative,0
"Thank you that it is not just a livery; it is a culture that 16,000+ crewmembers embody daily #thanksDave",positive,2
I would be on my way but   wether has delayed yet again.. Love the Charlotte ice storm!!  Good luck with mad customers,negative,0
"Wasn't frustrating! Well, not in any way reLate Flightd to y'all, anyway. Impressed that I made it.",positive,2
Every United flight between Saipan and Guam is an adventure! You never know when 's old plane will be operational :),positive,2
Your team needs to build capacity,negative,0
"Hi, Im flying SFO-LAX-SAL-CLO. My connecting time in LAX is 1h45m. Is it enough time? Do I have to collect my bag and recheck on AV?",neutral,1
"“:  What made you come to this? Can we help you with anything? ^JP” free tickets , for the i convince .",neutral,1
can you put Russell Daiber (on same ticket) as well into premium Eco? Appreciated!,neutral,1
I'd thank you - but you didn't help.  taking 6 hours to reply (so I get a message in the middle of the night) isn't actually helpful,negative,0
is your check-in system down? I'm having trouble checking in for a flight that departs in less than 24 hrs.,negative,0
a phone call or email when you Cancelled Flight a flight would be lovely.,negative,0
I emailed your customer service team. Let me know if you need the tracking number.,neutral,1
will do. Thank you!,neutral,1
thanks!,positive,2
"please fix your inventory system, Plat upgraded then bumped DOWN after boarding, FA said they made a mistake. AA45 3A➡️8C 😕",negative,0
please give Tara G a pat on the back and praise.  She was very very helpful.  She is at PHL member lounge,positive,2
"Wow! Your miles program is Ripoff,Quick ticket fee 75$ I hope you all end up on unemployment.",negative,0
can you give me an update on flight 1684 MCO-&gt;JFK? They're saying mechanical issues but will not disclose what they are...,negative,0
I believe just customer service. At last post he was at Narita in Tokyo. They sent him to a motel to rest. Said standby maybe 2days,negative,0
"You're clueless. A kind rez agnt contacted USAir 4me around midnite, told them what to do. If not that I'd have missed funeral.",negative,0
. Yet another delay/missed connection....and your customer service has an attitude with me? Wow.,negative,0
"i have and you have not been able to locate them, its insane. i trust you and PAY you to look after my things and you lost them.",negative,0
don't they already know ?  Isn't everyone sharing how nasty the food is? It's not even close to decent.,negative,0
I have 8 flights with you in the next two weeks :) let's make some good memories!,positive,2
forced sections 4 and 5 to check their carry on. would have packed differently to check my bag. Why even allow it? #pissed,negative,0
fl 249 to DFW is leaving Newark on time but is going to Nashville first.  Will I get stuck in Nashville?,neutral,1
thank you for always going above and beyond with your customer service!!!!!! #favoriteairline #luvforSW #southwestAir,positive,2
"can't get anyone to deal with me in person. Cowardly customer service, I can't be looked in the eyes by anyone.",negative,0
thank you. We are signed up for notifications. We shall watch and wait! ❄️❄️,neutral,1
yes. No one is answering and I'm on a train,neutral,1
so who does handle bag issues? And why wouldn't you put me onto them in the first place?,negative,0
and just bad cs! I will be back on   at least when you stuck they look out for you and apologize for any trouble,negative,0
"AA1675 now that the airplane has been sitting here for over 24 hrs,there are mechanical problems.BTW,the AA desk is unorganized",negative,0
you have a company policy that refuses employees to speak to other employees over the phone? Interesting,negative,0
- been on hold for more than 2.5 hours - this after not getting through after 2 hours on hold this morning with no answer - help!,negative,0
"I need to get from Albuquerque, NM, USA, to Cebu, Philippines. I'm providing educational help for 800 kids. Can you help me?",neutral,1
".  5 hours, 3 gates, and 3 planes Late Flightr still not an update, explanation, or apology to be had. #WorstAirlineEver #UnitedAirlines",negative,0
Thanks  for writing back. To assist you can return the bag you lost &amp; clean up the feces sprinkled in your bathroom. Too much to ask?,negative,0
"here is the ticket they gave me after lying, raising their voice. With no explanation on what happened",negative,0
we're still stucked in the airport. #AADelay #AA919,negative,0
should reconsider #usairways acquisition. Flight 1843 AA gold flyers insulted by attendant for hanging jacket!,negative,0
any chance you could look into my problem from earlier?,neutral,1
fortunately didn't have to. The flight took off on time.,neutral,1
undermines the intelligence of customers by ignoring their complaints with their copy and paste canned responses #usairwaysfail,negative,0
have been waiting 2 days for my military bags from an airport 3 hours away from me. Horrible.,negative,0
Thank you! I can't wait either :),positive,2
"btw, not upset at usaiways, promise.",neutral,1
another generic response guys? Cmon. You're terrible. How about an actual helpful person? Not all the rude employees at LAX,negative,0
"can I speak to a human with some compassion? I wrote an email to discuss my experience and received a generic ""sorry"" email back",negative,0
No one answers your reservation phone line. I need to book travel with a  companion certificate. How do I get through?!!!,negative,0
"you told us last night that there was a ground stop at O'Hare FOUR HOURS AFTER Obama landed, stop blaming someone else",negative,0
unfortunately patience won't get me to my boat that leaves at 4 pm. I was on hold watching all flights fill up.,negative,0
😃cool,positive,2
Will my us air points now be combined with yours?,neutral,1
I didn't have time to take my wet clothes/suit back to the airport and wasn't going to pay for another cab to do so.,negative,0
why are there so many delays to north east cities?,negative,0
just told by supervisor that they won't guarantee the empty seats to standby passengers with flights Cancelled Flightled so can sell them,neutral,1
yeah and what are they gunna? Nothing your whole organization is a joke,negative,0
", #deaffriendly? Getting there. Read your review on",neutral,1
"Hopefully They will give me a feedback, bafore my flight...",neutral,1
Whats up with flight 4464 Ft myers to milwaukee???,neutral,1
Flight Booking Problems for a travel writers trip I am hosting and need to be happy when I land! Do you have the cute PJs AA does?,neutral,1
#AfterAll indeed!  #LoveSongFriday #Cheesy #80sweresomuchfun #BrandLoveAffair,neutral,1
"Promotion also said two free round trip flights. Nope, had to pay $200 extra for chi to Vegas. Bait&amp;switch.",negative,0
flight 790 you had us stuck on the plane for nearly 4 hrs. Set to take off only for flight control to deny us. THE WORST SERVICE,negative,0
I (heart) my CP status. Sure would be nice to have though.,positive,2
"Cancelled Flighted our flight, didn't rebook us on added flight, now have to drive from a Denver to KC....thanks!",neutral,1
I've been on hold for over 2 1/2 hours - there has to be an easier way to Cancelled Flight/get a refund... 😑😩,negative,0
can you assign seats,neutral,1
no apologies required. I made it home safe thanks to you! Kudos to AA!,positive,2
- blamed weather lol 78 no wind and not a cloud in the sky!! Delayed both ways 4x!! RU kidding me to charge me for 1.5lb w/8 delays?,negative,0
#bullying in the #workforce not ok. Get gate agents 2 work as a team. 2 against 1 is never cool. #Delays #flights #UnitedAirlines,negative,0
JetBlue reading the NYTimes. “: Our fleet's on fleek.,neutral,1
😅 you won't let me change my reservation online so now I'm just wasting my time.,negative,0
"why does your customer service line say ""we are experiencing high call volume"" and then spontaneously hangup on the person?",negative,0
better do the right thing and take care of  or els you're losing business!!!!,negative,0
Flight 1512 (N924AN) departs  enroute to,neutral,1
"Okay, thank you both.",neutral,1
Our vacation's going to be ruined w/ 3 days of rain. : ( The change fee for 2 of us is nearly cost of original flight. Can you help?,neutral,1
Thank you. Took care of everything and made it right. That's the experience I'm used to. Opened the app to find flight changed.,positive,2
", maybe don't play the video about how your flights are outfitted w wifi on the flights where wifi isn't working...✈️",negative,0
i need my confirmation number! Can you give it to me?,neutral,1
is there a way to reserve my dog’s flight without speaking with a representative? Just was booted from your helpline!,negative,0
"I did already rebook, and now I will miss my first appointments in London tomorrow morning. Thanks for ruining my trip - AGAIN!",negative,0
that's not what I asked :)) I'm looking to change a Flight Booking Problems for 03.03. Can you help,negative,0
thanks for more timely updates.,positive,2
"thank you for dishonoring my upgrade and putting me in a seat I didn't want, all while not even notifying me.  Great 1K service 👎",negative,0
Your staff was really kind about the flight delay. Luggage? Not at all. Very disappointing.,negative,0
speaking 2 languages paid off! as the US line left me over 70 min in hold -without an answer- the latinamerican solved in 20min,negative,0
I left headphones in 2A on UA4689 from YHZ-EWR. It's a long shot to see them again. But worth a tweet anyway!,neutral,1
why would I bother wasting my time calling them when they are gunna do nothing,negative,0
Only way to fly! #Elevate #Gold,positive,2
we've been waiting 45 min for a gate at SFO... Yet so many of them are free.  Your excellence in operational efficiency is showing,negative,0
get your act right! You just lost customers because your staff wouldn't let us take our approved carry-on on a half empty flight!,negative,0
it was not - still don't know where skis are and cannot get a call back from bag svc at airport (left several msgs),negative,0
"need assistance to change flight to get to an ailing parent..
have flight leaving Tuesday need to change ASAP to sooner #custserv",neutral,1
I'm Lady Gaga!!! She is amazing! 😊,positive,2
thanks again for your concern. I will contact customer care upon our return from Australia.,neutral,1
please PM me the number where I can lodge formal complaints. Thx,negative,0
8am flight to mco canld &amp; resch 1:30.If we opt for 8 am depart tom will us air allow cng return day from sat to sun w/o penalty?,neutral,1
now it's delayed until 3:55. Getting yelled at by attendants not to bother them. Getting worse,negative,0
"You don't have those abilities anywhere! Not at the ticket counter, at cust service, or online. That's why we're done here.",neutral,1
our flight is delayed till tomorrow curse the weather,negative,0
first airline to use #applepay in flight #airlines,positive,2
"Once again I am victim to the scam that is your SHIT Customer Service, this time the agent hung up on me WTF do you teach your staff",negative,0
I called the number and they said no one is available to take my call...guys this is insane,negative,0
Yes. About an hour after landing.,neutral,1
I ended up on a flight to LA my fourth time on standby. Thanks!,positive,2
be patient while I let this string of tweets go out showing people you are bad at your business,negative,0
nvm my bad it's been an hour and a half #thanks,negative,0
Saddens me that my first tweet - ever - has to be a complaint about customer service.,negative,0
this response doesn't correct the fact that your pilot failed to keep passengers updated,negative,0
got off stand by list and on earlier flight to DCA. What is the status of my checked bag? Was supposed to be on #4047 thanks,negative,0
"I love very much your planes, can you please follow me back? It's an amazing bussines!",positive,2
what good with the inflight WiFi?,neutral,1
Understood but I watched as fam heading to FL was expedited when they had 25m to takeoff. I am speaking at conference in SF,negative,0
still waiting for a response on whether or not you allow use of a rear facing car seat on an ERJ145.,neutral,1
"if there are empty first class seats on my flight at check in, why wouldn't I be automatically upgraded?",neutral,1
"its been five days, I'm just asking you to clarify your policy on car seats. I don't want to have to take this higher up.",negative,0
MCO-&gt;DCA flight almost full of people screwed by the MSY-DCA Cancelled Flightation.  and  didn't Cancelled Flight. SWA=mistake.,negative,0
Is there lack of communication/competition between the American and the Air by any chance?,negative,0
aisle please,neutral,1
"Yes, they did. Must have fixed the broken ramp. Thanks!",positive,2
not sure why I would bother when the agent at the airport didnt help &amp; nobody on phone would. Ticket Cancelled Flightled for no reason.,negative,0
"I understand delays.  We are all looking at a tv monitor at ur gate and it says current conditions are snow, hence delay.",neutral,1
Wife and I have two new destinations and I'm stuck in DC until Monday with no bags,negative,0
"after applying my new tag, she left my bag on the ground rather than loading on the conveyer belt..I had to walk back 50 yards",negative,0
stop Cancelled Flighting flights over and over and not provide any real help to your customers. #strandedinnashville,negative,0
what time should I arrive at the airport for my 6:15 am domestic flight out of San Diego?,neutral,1
Flight 953 NYC-Buenos Aires has been delay since yesterday at 10PM. Is going to take off at 3.30PM now? Give us answers!,negative,0
*does = doesn't,negative,0
About time...and just in time for my next flight Thursday.,positive,2
robocalls me with another Cancelled Flightation. And then when I don’t accept the change it won’t let me connect to an agent. Just wow.,negative,0
"UA 1706 there is no way a plane ""loses its software"" I believe you decided to do an upgrade...",negative,0
Still love you guys. But get me to Vegas already! ☀️🌴✈️🍸🎲,positive,2
you stink. Flight Cancelled Flighted from PSP to JFK and no notification or ability to rebook #disappointed.  #expected better,negative,0
still waiting to board and see if they will give us the exit row.,negative,0
"Wow. What a deal. Again, 30+ plus seats available. Easy change to make a customer happy.",positive,2
How is travel bank credit issued by your company fraud - I acquired credit from family friend Charles Kravitz - see his account,negative,0
can you send a personal plane to get us out of school? It's icing and we don't want to get stuck here,neutral,1
", that's not the point. Say its $1300 at the counter when I clearly see $500 on your site? AA agent was @ a loss 4 words, too",negative,0
so I can make a reservation,neutral,1
"So much for Status, EP and 1.5 million miles.  Revenue First class ticket and Im sitting in Coach thanks your rude CS staff",negative,0
but i bougth mc caren to jfk with same agency and delta airways . Delta refund money but usairways doesnt accept to refund,neutral,1
our hold up now is the captain that was Late Flight...his bag doesn't fit.,negative,0
", my dads vacation to SXM got delayed a day because of  shoddy service. Earliest FLL &gt; SXM flight? trying to hep him out",negative,0
"was there few weeks ago AWESOME,bright vibrant, and NO habitrails",positive,2
You Cancelled Flight my flight and there’s no way to rebook on the website or app? I have to wait 35 minutes on hold? #fail cc,negative,0
"Happy for SFO, but hopefully you'll add PDX soon “ We added two new destinations (FLL and SFO) from Las Vegas in the last year!”",neutral,1
"job well done from your Philly employee running check,in today. (Tabitha?) helped us in an emergency &amp; vacation saved!!!",positive,2
"crew of WN3946 SAN-SFO was brilliant! Rita was hilarious. I know I've been down on you before, but this was a great flight",positive,2
where was the inclement weather? Other flights left DCA today and this plane appeared to be coming from AUS.,negative,0
just changed again.  This is crazy! #YourAgentsHaveNoClue,negative,0
Both pictures taken at the same time but which is right? #totallyconfused,neutral,1
still there? I was posted up in Downtown waiting for y'all. On my way!,neutral,1
my sister was supposed to leave at 10 am to go back to AL. She's only getting to NC now. Are you kidding me #NeverflyUSairways 👿,negative,0
would be less annoying if road conditions weren't getting worse with every min U keep passengers captive for no good reason.,negative,0
never fails to have delayed flights 😡,negative,0
about when can I see a new American Airlines credit card to replace my USAIRWAYS dividend MasterCard?,neutral,1
"I have a couple questions for you, if you’re available for PM?",neutral,1
Seriously doubt that as I am still sitting inside at the gate.,negative,0
"After an hour+ wait, my issue is resolved. I did contact customer service to comment on the wait time. Thanks for contacting me.",positive,2
are flights from Columbus Ohio to Dallas Texas Cancelled Flighted?,neutral,1
so we fly into SFO and Honululu gets pushed back 3.5 hours and now it looks like more delays.  I beg of you plz sort this out soon!,negative,0
you are cutting into my pregame time.  Go  !!!!,negative,0
I get some bs from a guy at the door says door closes 10 minutes before it backs out. Yet I know for a fact it was 5 people short,negative,0
who do you think is gonna win Mayweather or Pacquiao?,neutral,1
you're killing me sche a flight to board 3 min after mine arrived with gate on other side of airport #genious,negative,0
how come ABC is the only one of the network channels you don't have?,neutral,1
been on hold  for 2 1/2 hrs. Can't get 2 airport 4 flight icy country backroads! Help pls?   #BNA,negative,0
baggage woman said it was in Blatimore and would be on a plane this morning. Now they can't find it. WTF!???,negative,0
If I’m unable to use my departing flight can I still use the returning flight?,neutral,1
"the ones who suffer. I understand delays, I don't understand trying speed up a process that has been delays to this extent.",negative,0
"is struggling. had me on hold for 25 minutes, kicked me back to the start, then said they couldnt handle the amount of calls",negative,0
"she was rude, unprofessional,  not helpful in helping me try and get home. As a #aaadvantage #loyal aa customer dissatisfied!",negative,0
any idea why flight 5392 from HSV to DFW tomorrow Cancelled Flightled about 45 minutes ago?,neutral,1
- First impressions are hard to reverse.  A horrible first experience with you.  Will never fly with you again!!!,negative,0
I have been on hold for 4 hours my flight is tomorrow do you really expect me to not sleep all night to stay on hold?!?,negative,0
ok no worries. Thanks for the straight story. It's appreciated.,positive,2
My DM won't go through but it is 261633561838. Please let me know if you need anything else.,neutral,1
if you have a rules you should probably apply them all the times not just sometimes. #shouldhaveflownjetblue,negative,0
“: Our fleet's on fleek.,neutral,1
"how did my prime, ticketed seat get switched on AA 343?! Not sure what's going on here...",negative,0
what is happening with the flight from FLL to SFO? Why the delay and the reroute?,negative,0
Hi! Just wanted to see if you have any new routes planned this year for Newark. Love flying you guys and hope to do so more!,positive,2
I've been trying to call your reservations desk for past 12 hours and can't get through.  This is not what I expected.,negative,0
had to Cancelled Flight 4 of my flights because my versace biceps wouldn't stow completely under the seat in front of me.,negative,0
Congrats VX on the new route! ✈️🎉,positive,2
"could not have had a worse airline experience. Rude, unhelpful, got yelled at😳.  need your help",negative,0
NOR  fly to Toronto?!?!? You're killing me smalls.......,negative,0
flight was Cancelled Flighted after the last opportunity to rebook us on other flights this evening passed.,negative,0
I need to register a service dog for a first class ticket from SFO &gt; Dulles. The phone queue is an hour or longer. Pls advise,negative,0
"Port-Au-Prince, Haiti for continued food distribution, medical supplies, &amp; orphan care!  #flyingitforward",neutral,1
This is unbelievable... Thank you so much! #DestinationDragons,positive,2
rudest crew member experience! Throwing shade and calling out customers. #reachingnewlows,negative,0
HA!  You're fun.,positive,2
You also promised to change my wife's name on the account and it is also not done.  WTF?,negative,0
it would be nice to just pull up to the gate. Still sitting here,negative,0
so if I'm flying 1st class just one leg to Chicago but not on my long flight to China am I still able to use the lounge in Chicago,neutral,1
This is getting a bit ridiculous when and you have made me miss 2 full days off work and had to pay for cabs back and forth,negative,0
-- any updates on flights getting Cancelled Flighted into DAL? I have a connecting flight there and hope it doesn't delay due to weather,neutral,1
"first, luggage got stuck in a different city, now I get them back today &amp; one of your employees stole a pair of gloves from me!",negative,0
I’m still waiting - this has been going on far too long. Is there someone I can speak to?,negative,0
first time flying with United. Also last time. #terrible back to  for me. #branson #virginatlantic #UnitedAirlines,negative,0
would it kill you to let me put my tsaprecheck number on my reservation?,negative,0
suppose I need to tweet everyone how horrible your airline is for you to take notice. Let me try that route.,negative,0
there is no extreme weather in Miami. Pick up the phone. Hire more people.,negative,0
thankful for great service in Newark. Seats fixed and I was seated with my daughter! Fab landing in Fort Myers!,positive,2
Reply to  - Doesn't do any good to check outlets preflight when moved to different equipment after boarding due to malfunction.,negative,0
"Cancelled Flightling flights, sending out tickets, then not telling the buyer... #jetblue how is that allowed?",negative,0
"- for the past 5.5 hours, call volume is so high that no one can take my call to Cancelled Flight my itinerary? #YoureDoingItWrong 1/2",negative,0
thanks. Just got on a couple of minutes ago. Great service on flight 479 btw. Please pass it to the team on that flight.,positive,2
I'm a first time solo female traveller and it's pretty scary being in a foreign place not knowing where your belongings are...,negative,0
AA919 flight attendant freaks out and leaves aircraft as passengers react to a 24h delay and cattle treatment. Surreal!,negative,0
what's the status of flight 1357 out of sju?,neutral,1
...Loosing a lot of business by using Barclays. I cant believe that you cant apply for a card if you live in Iowa.,negative,0
I just think if I am staying w your airline &amp; rescheduling a flight I shouldn't absorb a fee that is the cost of 1/2 my flight,negative,0
I'm here  airport.  I've waited 3 hours for my bag. No one knows shit. Mgmt knows nothing.  #Very mad customer,negative,0
why are you always so amazing! #jetblue #trueblue,positive,2
flight 1783 CLT to BOS,neutral,1
i hate you,negative,0
’s Marty St. George really has zero clue. How does he still have a job? #nobaggagefees,negative,0
YOU ARE THE BEST AIRWAYS! Follow me please!!!!!🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,positive,2
forgot to select my ksml on my flight to LA and it's a few minutes under the 24 hour mark. Is there any way to change it?,neutral,1
"It seems odd to be sitting on a plane that gets further delayed and you find out by txt, not the 6 emp working on the aircraft",negative,0
oh my god LAUREN OH MY GOD OH MY GOD,positive,2
we haven't even gotten off the plane yet! I can't afford to miss my flight back to Boston! Ugh.,negative,0
you Cancelled Flightled my flight tomorrow (without telling me) and I want to rebook-please help me book a new flight! What # can I call?,negative,0
sent a DM just now. Thanks I am incredibly happy the fast response I got via Twitter than via customer care. Thank you,positive,2
Will do. Thanks!,positive,2
"I was meant to fly on Sat, you just made it Tues, I can't afford to stay in a hotel for another TWO nights!",negative,0
65 and 72 year old flying to Tokyo for vacation both with bad knees and this happens,negative,0
this is how concerned your gate attendants at C26 are this afternoon. #nocommunication #nocrew,negative,0
why bro,neutral,1
"unless it's on you guys, im good.",negative,0
"If I know I left something on my last flight (as I literally had to run to make my connection), how can I retrieve it please?",neutral,1
"Friend stuck in bus on runway at PEK with two small kids no customer service, no explanation, kids crying, awful service.",negative,0
3127. Just landed in LIT.,neutral,1
this is ridiculous! You all really have terrible customer service and a lack of urgency. Im convinced.,negative,0
walked from the gate to the just ask desk by gate 1,negative,0
what I don't understand isn't flight that I paid premium for getting Cancelled Flighted and the best you can do is next available flight...,negative,0
I love the hipster innovation. You are a feel good brand.,positive,2
Having some trouble checking in. Can you please add me so I can DM you,negative,0
your maint delay left us stuck in den!! Flight 1080.  Been on plane for 7 hrs.  Stop flying broke french planes!,negative,0
I knew there was a reason u were my favorite airline. Just read you answer on twitter in globe this morning. Great job,positive,2
I did eventually get through but that flight Cancelled Flightled.  Decided to drive but gave up holding to process refund,negative,0
so I guess you are ok with people being sexually assaulted on your flights nice customer service,negative,0
is a joke.  Lots of angry people at IAH this AM.,negative,0
hi do you have a phone number to ring from uk regarding claim for our Late Flight flight departure claim amount agreed just had no,neutral,1
your saving grace was our flight attendant Dallas who was amazing. wish he would transfer to Delta where I would see him again,negative,0
"missed connection, wrong city, bags at Palm Springs, but not at hotel. I am seriously tired of being treated this way.",negative,0
April 6th. Anything specific I should know for my first flight?,neutral,1
#DividendRewards Urgently need to speak with a CS rep. My 50K miles havent shown &amp; I've fulfilled all reqs. Flight Booking Problems flights today,negative,0
can we make every VX plane with #nerdbird? Why should Austin be the only one getting nerd love?,neutral,1
After last night #tribute #SoundOfMusic #Oscars2015 ! I think  agree,neutral,1
Wow unbelievable how you treat your customers at Puerto Rico airport! 👍,positive,2
I have flights that don't appear to have been applied to my MileagePlus account. Can you help?,neutral,1
nope. This 8:45am flight is now not leaving until almost 5pm. 5! I can't believe I paid money for this.,negative,0
"new slogan should be ""if you don't want to arrive on time, pick us""",negative,0
No like I said I could not reach anyone at your company so I had to rent a car and chalk the whole thing up to a loss,negative,0
"Hold for 15 min, a couple of rings, then ""mailbox has not been set up yet."" Customer service forwarding to their cell phones? C'mon",negative,0
"My pleasure, next AA flight - this Wednesday to Milan, Italy for  -- See you then! :)",positive,2
"Seats gvn away. 7 strangers in 2 Chicago. Rented van. Drove to toledo. No help, no offer, no hotel.",negative,0
they call weather an act of God and refuse to help. I have my wife and 3 kids and they have no sympathy.,negative,0
what's the charge for oversize? Not overweight,neutral,1
THANK YOU!!! 👍👍👍👍👍,positive,2
I'm smashed into a window by the giant guest sitting next to me. #4386. No way this guy should have been given 1 seat.,negative,0
over the last year 50% of my flights have been delayed or Cancelled Flightled.  I'm done with you.,negative,0
what is that going to do for you? Nothing just like you always do,negative,0
any chance I can get tix for  ? I have been tweeting since January 26 about it #DestinationDragons,neutral,1
I will give it a couple more weeks. Thank you.,neutral,1
can't believe how many paying customers you left high and dry with no reason for flight Cancelled Flightlations Monday out of BDL! Wow.,negative,0
it's a new day and a new chance for you to do the right thing it's never too Late Flight to be honest.,neutral,1
of course !!!!,positive,2
How do I enter passport information on an existing reservation before check in?,neutral,1
I can understand that but to not have another plane available when there is a full day till departure is unacceptable. Phoenix?,negative,0
Yes. Confirmation number and all.,neutral,1
"never flying #USAirways again. Horrible experience, terrible customer service.",negative,0
"""Airport snow removal method #22...""
Keep up the good work folks, this is where Cessna's become 747's!",neutral,1
thank you for the quick response but I cannot dm you until you follow me as well,neutral,1
I'm following now,neutral,1
you are supposed to be in the business of belong customers; not humiliating them,negative,0
i've been on hold for an hour trying to change my flight!!! COME ON,negative,0
question - was given food vouchers but can't use on plane..how   come,negative,0
"That was Chantilly, Paris, France.",neutral,1
"US 728 returned to gate to get ""MEL"" sticker. Oh, look. We heard from pilot! No clue what an MEL sticker is. Anyone?",negative,0
switched to fly united from delta for the past two trips and was very disappointed. Now my UA4646 on 2/23 is delayed by 3 hours!!,negative,0
please. You moved my seats and lost my upgrade. I had seat 20L. I have a ticket in my hand for 20L,negative,0
Has AA Flight 296 from San Antonio to Dallas been Cancelled Flighted?,negative,0
A320 landing  in February of 2014. #avgeek #warmweather,neutral,1
any chance of adding LAX-&gt;JFK direct any time in the future?,neutral,1
thanks. That means I have 30 minutes to make my international connection to HKG,neutral,1
"yes, with Delta!",neutral,1
he is 8 months old and is suffering from a rare form of cancer. Your customer service agents had no compassion and I am disgusted,negative,0
lol the fleet on fleek... i see yall ballin... new jets on deck..,neutral,1
lol too little too Late Flight,negative,0
been on the phone for over an hour with customer service and they can't figure it out! awesome service... NOT!,negative,0
there are at least 3 of us on UA1564 at ORD waiting to deplane to catch UA4232 to CLT. Any chance of waiting to last second for us?,neutral,1
yes please!,positive,2
so does that mean  that you might care about my sister be assaulted on one of your flights,negative,0
if I cant get through to reservations how can they take a look? 2+ hour hold times are not reasonable in any industry!,negative,0
you know it!!,neutral,1
after waiting for over an hour we finally board the airplane only to find out we have to call maintenance. And this plane is cold.😡,negative,0
your customer service is horrendous. Between the way employees speak customers and their lack of care for problems with flights.,negative,0
